<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>;<OPENINT>
R-Vision 2;60;20260302;230000;115.47;115.47;115.39;115.39;252;0
R-Vision 2;60;20260303;100000;115.52;116.53;114.07;115.19;1209;0
R-Vision 2;60;20260303;110000;115.19;115.19;114;114.75;1307;0
R-Vision 2;60;20260303;120000;114.76;115.07;114.74;114.93;118;0
R-Vision 2;60;20260303;130000;114.93;115.08;114.41;115.08;72;0
R-Vision 2;60;20260303;140000;115.08;115.2;115.08;115.2;401;0
R-Vision 2;60;20260303;150000;115.2;115.2;115.02;115.2;228;0
R-Vision 2;60;20260303;160000;115.2;115.2;115.07;115.2;76;0
R-Vision 2;60;20260303;170000;115.36;115.54;114.99;115.39;745;0
R-Vision 2;60;20260303;180000;115.11;115.61;114.99;115.28;48;0
R-Vision 2;60;20260303;190000;115.4;115.43;114.99;115.42;51;0
R-Vision 2;60;20260303;200000;115.42;116.06;115.33;115.33;434;0
R-Vision 2;60;20260303;210000;116.05;116.06;115.5;115.5;47;0
R-Vision 2;60;20260303;220000;115.5;116;115.5;116;6;0
R-Vision 2;60;20260304;090000;115.6;115.6;115.6;115.6;10;0
R-Vision 2;60;20260304;100000;114.99;115.46;114.06;114.99;188;0
R-Vision 2;60;20260304;110000;114.94;115.1;114.94;115.1;184;0
R-Vision 2;60;20260304;120000;115.1;115.1;114.61;115.09;253;0
R-Vision 2;60;20260304;130000;114.99;115.1;114.99;115.1;64;0
R-Vision 2;60;20260304;140000;115.09;115.35;115.09;115.29;113;0
R-Vision 2;60;20260304;150000;115.13;115.31;115.02;115.02;130;0
R-Vision 2;60;20260304;160000;115.28;115.59;115.07;115.12;349;0
R-Vision 2;60;20260304;170000;115.73;115.73;115.38;115.41;19;0
R-Vision 2;60;20260304;180000;115.69;115.69;115.54;115.54;7;0
R-Vision 2;60;20260304;190000;115.54;115.54;115.54;115.54;12;0
R-Vision 2;60;20260304;200000;115.44;115.54;115.4;115.54;10;0
R-Vision 2;60;20260304;210000;115.4;115.85;115.4;115.85;10;0
R-Vision 2;60;20260304;220000;115.41;115.41;115.17;115.17;20;0
R-Vision 2;60;20260305;100000;115.17;116;114.54;116;1050;0
R-Vision 2;60;20260305;110000;115.39;115.96;115.39;115.55;137;0
R-Vision 2;60;20260305;120000;115.55;115.55;115.35;115.35;87;0
R-Vision 2;60;20260305;130000;115.35;115.55;115.35;115.55;118;0
R-Vision 2;60;20260305;140000;115.55;115.84;115.55;115.84;62;0
R-Vision 2;60;20260305;150000;115.93;115.95;115.35;115.95;163;0
R-Vision 2;60;20260305;160000;115.62;115.95;115.62;115.9;48;0
R-Vision 2;60;20260305;170000;115.94;116;115.92;116;103;0
R-Vision 2;60;20260305;180000;115.53;116;115.53;116;60;0
R-Vision 2;60;20260305;190000;116;116;115.43;115.43;361;0
R-Vision 2;60;20260305;200000;115.42;115.79;115.02;115.79;319;0
R-Vision 2;60;20260305;210000;115.43;115.43;115.01;115.01;29;0
R-Vision 2;60;20260305;220000;115.38;115.92;115.01;115.4;29;0
R-Vision 2;60;20260305;230000;115.65;115.65;115.65;115.65;1;0
R-Vision 2;60;20260306;100000;116.26;116.26;115.42;115.44;51;0
R-Vision 2;60;20260306;110000;115.36;115.47;115.03;115.03;150;0
R-Vision 2;60;20260306;120000;115.42;115.49;114.59;115.17;388;0
R-Vision 2;60;20260306;130000;115.15;115.2;115.05;115.2;288;0
R-Vision 2;60;20260306;140000;115.2;115.2;115.2;115.2;26;0
R-Vision 2;60;20260306;150000;115.2;115.49;115.01;115.09;132;0
R-Vision 2;60;20260306;160000;115.44;115.5;115.44;115.5;124;0
R-Vision 2;60;20260306;170000;115.5;115.5;115.25;115.5;169;0
R-Vision 2;60;20260306;180000;115.5;115.5;115.11;115.11;42;0
R-Vision 2;60;20260306;190000;115.03;115.46;115.02;115.46;111;0
R-Vision 2;60;20260306;200000;115.46;115.46;115.44;115.44;15;0
R-Vision 2;60;20260306;210000;115.46;115.48;115.46;115.48;42;0
R-Vision 2;60;20260306;220000;115.48;115.48;115.13;115.47;8;0
R-Vision 2;60;20260306;230000;115.21;115.21;115.21;115.21;2;0
R-Vision 2;60;20260309;100000;115.99;116.74;114.54;116.48;815;0
R-Vision 2;60;20260309;110000;116.49;116.49;115.63;116.41;29;0
R-Vision 2;60;20260309;120000;116.35;116.35;115.74;116.29;67;0
R-Vision 2;60;20260309;130000;116.29;116.29;115.9;115.95;113;0
R-Vision 2;60;20260309;140000;115.95;116.42;114.88;115.92;592;0
R-Vision 2;60;20260309;150000;115.98;115.99;114.86;115.81;319;0
R-Vision 2;60;20260309;160000;115.73;115.73;114.96;115;26;0
R-Vision 2;60;20260309;170000;115.06;116.01;115.06;116.01;268;0
R-Vision 2;60;20260309;180000;116;116.01;115.34;116.01;63;0
R-Vision 2;60;20260309;190000;116.4;116.4;115.06;115.06;25;0
R-Vision 2;60;20260309;200000;115.89;116.09;115.89;116.09;49;0
R-Vision 2;60;20260309;210000;115.67;115.67;115.07;115.07;160;0
R-Vision 2;60;20260309;220000;116.04;116.04;116.04;116.04;2;0
R-Vision 2;60;20260309;230000;115.84;115.84;115.84;115.84;5;0
R-Vision 2;60;20260310;100000;116.26;116.3;115;115.99;120;0
R-Vision 2;60;20260310;110000;115.98;115.98;115.5;115.81;67;0
R-Vision 2;60;20260310;120000;115.73;115.73;115.65;115.69;22;0
R-Vision 2;60;20260310;130000;115.69;116.39;115.69;116.38;160;0
R-Vision 2;60;20260310;140000;116.38;116.94;116.1;116.9;2868;0
R-Vision 2;60;20260310;150000;116.9;116.9;116.6;116.89;144;0
R-Vision 2;60;20260310;160000;116.89;116.89;116.5;116.5;71;0
R-Vision 2;60;20260310;170000;116.6;116.62;116.43;116.43;249;0
R-Vision 2;60;20260310;180000;116.61;116.93;116.4;116.4;259;0
R-Vision 2;60;20260310;190000;116.43;116.91;116.43;116.46;27;0
R-Vision 2;60;20260310;200000;116.45;116.9;116.4;116.62;130;0
R-Vision 2;60;20260310;210000;116.62;116.63;116.62;116.63;17;0
R-Vision 2;60;20260310;220000;116.63;116.63;116.43;116.43;10;0
R-Vision 2;60;20260310;230000;116.43;116.6;116.4;116.6;113;0
R-Vision 2;60;20260311;090000;116.59;116.59;116.59;116.59;12;0
R-Vision 2;60;20260311;100000;115.86;116.32;114.78;116.21;414;0
R-Vision 2;60;20260311;110000;116.19;116.87;116.15;116.87;931;0
R-Vision 2;60;20260311;120000;116.87;116.89;116.56;116.88;189;0
R-Vision 2;60;20260311;130000;116.54;116.89;116.09;116.89;555;0
R-Vision 2;60;20260311;140000;116.89;116.89;116.63;116.63;169;0
R-Vision 2;60;20260311;150000;116.63;117;116.01;117;818;0
R-Vision 2;60;20260311;160000;116.74;117;116.02;116.6;212;0
R-Vision 2;60;20260311;170000;116.4;116.71;116.4;116.71;78;0
R-Vision 2;60;20260311;180000;116.7;116.71;116.03;116.03;37;0
R-Vision 2;60;20260311;190000;116.03;116.71;116.02;116.71;310;0
R-Vision 2;60;20260311;200000;116.71;117;116.61;117;32;0
R-Vision 2;60;20260311;210000;116.99;117.2;116.49;117.2;348;0
R-Vision 2;60;20260311;220000;116.68;117.07;116.1;116.64;5;0
R-Vision 2;60;20260312;100000;116.03;117.97;115.41;116.32;1456;0
R-Vision 2;60;20260312;110000;116.29;116.29;115.86;115.86;124;0
R-Vision 2;60;20260312;120000;115.84;115.86;115.63;115.7;101;0
R-Vision 2;60;20260312;130000;115.7;115.7;115.61;115.68;160;0
R-Vision 2;60;20260312;140000;115.69;115.8;115.57;115.8;275;0
R-Vision 2;60;20260312;150000;115.8;115.8;115.58;115.58;141;0
R-Vision 2;60;20260312;160000;115.63;115.8;115.58;115.63;157;0
R-Vision 2;60;20260312;170000;115.8;116.12;115.72;116.12;337;0
R-Vision 2;60;20260312;180000;116.12;116.18;115.67;116.18;26;0
R-Vision 2;60;20260312;190000;116.18;116.18;116.17;116.18;53;0
R-Vision 2;60;20260312;200000;116.17;116.18;115.59;115.99;271;0
R-Vision 2;60;20260312;210000;115.95;116.15;115.86;115.88;36;0
R-Vision 2;60;20260312;220000;115.88;115.88;115.57;115.57;112;0
R-Vision 2;60;20260312;230000;115.84;115.84;115.83;115.83;2;0
R-Vision 2;60;20260313;100000;116.94;116.94;115.2;115.57;440;0
R-Vision 2;60;20260313;110000;115.29;115.63;115.26;115.59;101;0
R-Vision 2;60;20260313;120000;115.62;115.62;115.48;115.5;131;0
R-Vision 2;60;20260313;130000;115.5;115.59;115.26;115.49;276;0
R-Vision 2;60;20260313;140000;115.46;115.5;115.09;115.5;289;0
R-Vision 2;60;20260313;150000;115.49;115.49;115.21;115.4;575;0
R-Vision 2;60;20260313;160000;115.4;115.4;115.21;115.4;376;0
R-Vision 2;60;20260313;170000;115.22;115.37;115.16;115.22;132;0
R-Vision 2;60;20260313;180000;115.22;115.4;115.21;115.4;1412;0
R-Vision 2;60;20260313;190000;115.4;115.4;115.39;115.39;51;0
R-Vision 2;60;20260313;200000;115.2;115.22;115.08;115.22;439;0
R-Vision 2;60;20260313;210000;115.22;115.22;115.09;115.09;76;0
R-Vision 2;60;20260313;220000;115.2;115.48;115.2;115.23;294;0
R-Vision 2;60;20260313;230000;115.23;115.24;115.23;115.24;7;0
R-Vision 2;60;20260316;090000;116.2;116.2;116.2;116.2;2;0
R-Vision 2;60;20260316;100000;116.2;116.2;115.43;115.8;1348;0
R-Vision 2;60;20260316;110000;115.78;115.78;115.45;115.78;629;0
R-Vision 2;60;20260316;120000;115.78;115.78;115.46;115.7;839;0
R-Vision 2;60;20260316;130000;115.7;115.7;115.61;115.61;636;0
R-Vision 2;60;20260316;140000;115.61;115.75;115.6;115.75;565;0
R-Vision 2;60;20260316;150000;115.7;115.7;115.45;115.5;500;0
R-Vision 2;60;20260316;160000;115.69;115.7;115.45;115.65;148;0
R-Vision 2;60;20260316;170000;115.58;115.58;115.3;115.44;304;0
R-Vision 2;60;20260316;180000;115.44;115.5;115.39;115.5;203;0
R-Vision 2;60;20260316;190000;115.5;115.5;115.33;115.5;165;0
R-Vision 2;60;20260316;200000;115.5;115.5;115.48;115.48;19;0
R-Vision 2;60;20260316;210000;115.48;115.5;115.48;115.5;17;0
R-Vision 2;60;20260316;220000;115.5;115.5;115.35;115.5;67;0
R-Vision 2;60;20260316;230000;115.5;115.5;115.5;115.5;1099;0
R-Vision 2;60;20260317;100000;115.5;115.5;114.92;115.5;567;0
R-Vision 2;60;20260317;110000;115.5;115.5;115.5;115.5;225;0
R-Vision 2;60;20260317;120000;115.5;115.5;115.37;115.37;37;0
R-Vision 2;60;20260317;130000;115.38;115.38;115.3;115.35;158;0
R-Vision 2;60;20260317;140000;115.35;115.35;115.34;115.35;82;0
R-Vision 2;60;20260317;150000;115.35;115.35;115.2;115.2;359;0
R-Vision 2;60;20260317;160000;115.33;115.35;115.21;115.21;472;0
R-Vision 2;60;20260317;170000;115.35;115.35;115.2;115.2;177;0
R-Vision 2;60;20260317;180000;115.34;115.35;115.2;115.35;129;0
R-Vision 2;60;20260317;190000;115.34;115.35;115.34;115.35;8;0
R-Vision 2;60;20260317;200000;115.35;115.35;115.35;115.35;27;0
R-Vision 2;60;20260317;210000;115.21;115.34;115.11;115.34;59;0
R-Vision 2;60;20260317;220000;115.34;115.35;115.34;115.35;36;0
R-Vision 2;60;20260318;090000;115.35;115.35;115.35;115.35;7;0
R-Vision 2;60;20260318;100000;115.35;115.35;115.13;115.13;40;0
R-Vision 2;60;20260318;110000;115.13;115.33;115;115;78;0
R-Vision 2;60;20260318;120000;115.28;115.3;114.93;115.25;112;0
R-Vision 2;60;20260318;130000;115.22;115.3;115.22;115.3;84;0
R-Vision 2;60;20260318;140000;115.3;115.3;115.06;115.06;60;0
R-Vision 2;60;20260318;150000;115.25;115.3;115.25;115.29;20;0
R-Vision 2;60;20260318;160000;115.3;115.3;115.11;115.11;13;0
R-Vision 2;60;20260318;170000;115.1;115.35;115.1;115.35;422;0
R-Vision 2;60;20260318;180000;115.31;115.31;114.46;114.46;1290;0
R-Vision 2;60;20260318;190000;114.45;114.47;113.21;114;1342;0
R-Vision 2;60;20260318;200000;113.14;113.54;111.7;112.29;1436;0
R-Vision 2;60;20260318;210000;112.2;112.98;111.41;112;1159;0
R-Vision 2;60;20260318;220000;112.16;112.79;112.05;112.53;458;0
R-Vision 2;60;20260318;230000;112.78;112.78;112.62;112.62;25;0
R-Vision 2;60;20260319;090000;112.57;112.57;112.57;112.57;6;0
R-Vision 2;60;20260319;100000;112.57;112.62;111;111.5;2065;0
R-Vision 2;60;20260319;110000;111.5;111.6;111;111.54;1685;0
R-Vision 2;60;20260319;120000;111.53;111.54;110.18;110.85;2717;0
R-Vision 2;60;20260319;130000;110.84;111.54;110.5;111.18;2938;0
R-Vision 2;60;20260319;140000;111.19;111.2;110.5;110.51;1200;0
R-Vision 2;60;20260319;150000;110.67;110.99;110.5;110.74;2157;0
R-Vision 2;60;20260319;160000;110.92;111.13;110.72;111.08;1362;0
R-Vision 2;60;20260319;170000;111;111.13;111;111.13;670;0
R-Vision 2;60;20260319;180000;111.13;113.2;111.03;111.03;2370;0
R-Vision 2;60;20260319;190000;112.99;112.99;112;112.59;175;0
R-Vision 2;60;20260319;200000;112.56;112.64;112.15;112.64;36;0
R-Vision 2;60;20260319;210000;112.64;112.65;112.14;112.14;48;0
R-Vision 2;60;20260319;220000;112.6;112.64;112.5;112.62;57;0
R-Vision 2;60;20260319;230000;112.62;112.64;112.6;112.6;41;0
R-Vision 2;60;20260320;090000;112.58;112.58;112.58;112.58;8;0
R-Vision 2;60;20260320;100000;112.16;112.58;112.16;112.53;808;0
R-Vision 2;60;20260320;110000;112.5;112.52;112.16;112.46;295;0
R-Vision 2;60;20260320;120000;112.42;112.46;112.16;112.2;178;0
R-Vision 2;60;20260320;130000;112.2;112.59;112.16;112.59;379;0
R-Vision 2;60;20260320;140000;112.59;113.27;112.49;113.26;271;0
R-Vision 2;60;20260320;150000;113.27;113.5;112.92;113.03;162;0
R-Vision 2;60;20260320;160000;113.35;113.72;113.35;113.72;802;0
R-Vision 2;60;20260320;170000;113.72;113.78;113.5;113.77;210;0
R-Vision 2;60;20260320;180000;113.58;113.75;113.57;113.69;33;0
R-Vision 2;60;20260320;190000;113.6;113.61;113.6;113.61;9;0
R-Vision 2;60;20260320;200000;113.6;113.79;113.52;113.54;116;0
R-Vision 2;60;20260320;210000;113.79;113.87;113.55;113.55;52;0
R-Vision 2;60;20260320;220000;113.55;113.87;113.55;113.55;57;0
R-Vision 2;60;20260320;230000;113.54;113.86;113.54;113.85;147;0
R-Vision 2;60;20260323;070000;113.85;113.87;113.5;113.87;6;0
R-Vision 2;60;20260323;080000;113.87;114.94;113.51;113.51;520;0
R-Vision 2;60;20260323;090000;113.64;113.98;113.64;113.95;64;0
R-Vision 2;60;20260323;100000;113.95;115;113.65;114.8;858;0
R-Vision 2;60;20260323;110000;114.8;114.8;114.21;114.5;483;0
R-Vision 2;60;20260323;120000;114.27;114.27;111.66;113;1073;0
R-Vision 2;60;20260323;130000;112.89;113.37;112.07;113.01;175;0
R-Vision 2;60;20260323;140000;113;113.25;112.38;112.48;245;0
R-Vision 2;60;20260323;150000;112.47;112.48;112.39;112.41;82;0
R-Vision 2;60;20260323;160000;112.41;112.41;112.4;112.41;90;0
R-Vision 2;60;20260323;170000;112.4;112.41;112.39;112.41;93;0
R-Vision 2;60;20260323;180000;112.41;112.41;112.38;112.41;182;0
R-Vision 2;60;20260323;190000;112.41;112.42;112.41;112.42;10;0
R-Vision 2;60;20260323;200000;112.42;112.64;112.38;112.39;239;0
R-Vision 2;60;20260323;210000;112.65;112.65;112.01;112.01;122;0
R-Vision 2;60;20260323;220000;112.01;112.61;112;112.61;139;0
R-Vision 2;60;20260323;230000;112.65;112.65;112.65;112.65;37;0
R-Vision 2;60;20260324;070000;113.81;113.81;113.81;113.81;1;0
R-Vision 2;60;20260324;080000;112.01;112.01;111.81;111.81;81;0
R-Vision 2;60;20260324;090000;112;112;111.82;112;67;0
R-Vision 2;60;20260324;100000;112;112;111.81;111.81;310;0
R-Vision 2;60;20260324;110000;111.8;112;111.68;112;365;0
R-Vision 2;60;20260324;120000;112;112;111.75;112;501;0
R-Vision 2;60;20260324;130000;112;113.38;111.67;112.73;941;0
R-Vision 2;60;20260324;140000;113.15;113.28;112.89;112.89;69;0
R-Vision 2;60;20260324;150000;112.89;113.28;112.67;113.17;132;0
R-Vision 2;60;20260324;160000;113.01;113.01;112.11;112.94;136;0
R-Vision 2;60;20260324;170000;112.83;113.28;112.53;113.14;78;0
R-Vision 2;60;20260324;180000;113.09;113.26;112.84;112.86;43;0
R-Vision 2;60;20260324;190000;113.24;113.25;112.9;112.9;33;0
R-Vision 2;60;20260324;200000;113.19;113.28;112.97;112.97;151;0
R-Vision 2;60;20260324;210000;113.27;113.27;113;113.27;5;0
R-Vision 2;60;20260324;220000;113.27;113.27;113.27;113.27;6;0
R-Vision 2;60;20260324;230000;113.27;113.27;113.27;113.27;38;0
R-Vision 2;60;20260325;070000;113.27;113.27;112.51;112.51;39;0
R-Vision 2;60;20260325;080000;112.52;113.22;112.52;113.22;40;0
R-Vision 2;60;20260325;090000;113.22;113.22;112.48;112.64;124;0
R-Vision 2;60;20260325;100000;112.65;112.76;112.28;112.28;122;0
R-Vision 2;60;20260325;110000;112.73;112.99;112.46;112.55;294;0
R-Vision 2;60;20260325;120000;112.66;112.79;111.8;111.8;195;0
R-Vision 2;60;20260325;130000;112.37;112.69;112.14;112.68;188;0
R-Vision 2;60;20260325;140000;112.68;113.08;112.61;113.07;514;0
R-Vision 2;60;20260325;150000;112.82;113.21;112.8;113.18;261;0
R-Vision 2;60;20260325;160000;113.18;113.21;113.17;113.21;89;0
R-Vision 2;60;20260325;170000;113.21;113.21;113.09;113.2;74;0
R-Vision 2;60;20260325;180000;113.2;113.2;113.04;113.04;201;0
R-Vision 2;60;20260325;190000;113.05;113.2;113.04;113.19;113;0
R-Vision 2;60;20260325;200000;113.19;113.2;113.05;113.05;54;0
R-Vision 2;60;20260325;210000;113.05;113.21;113.04;113.21;100;0
R-Vision 2;60;20260325;220000;113.05;113.21;113.05;113.21;14;0
R-Vision 2;60;20260325;230000;113.2;113.2;113.2;113.2;2;0
R-Vision 2;60;20260326;060000;113.28;113.28;113.28;113.28;3;0
R-Vision 2;60;20260326;070000;112.16;112.99;112;112.95;27;0
R-Vision 2;60;20260326;080000;112.98;112.98;112.97;112.97;10;0
R-Vision 2;60;20260326;090000;112.97;113.5;112.12;113.5;592;0
R-Vision 2;60;20260326;100000;113.5;113.5;113.5;113.5;183;0
R-Vision 2;60;20260326;110000;113.51;113.85;113.4;113.4;178;0
R-Vision 2;60;20260326;120000;113.47;114;112.85;113.24;319;0
R-Vision 2;60;20260326;130000;113.24;113.48;112.9;113.48;104;0
R-Vision 2;60;20260326;140000;113.54;113.6;113.54;113.6;92;0
R-Vision 2;60;20260326;150000;113.96;114.9;113.96;114.17;628;0
R-Vision 2;60;20260326;160000;114.28;114.7;114.28;114.7;80;0
R-Vision 2;60;20260326;170000;114.79;114.79;113.69;114.17;48;0
R-Vision 2;60;20260326;180000;114.16;114.61;113.96;114.58;128;0
R-Vision 2;60;20260326;190000;113.74;114.37;113.74;114.35;48;0
R-Vision 2;60;20260326;200000;114.35;114.63;113.76;114.62;118;0
R-Vision 2;60;20260326;210000;114.6;114.6;113.67;114.59;7;0
R-Vision 2;60;20260326;220000;114.55;114.55;114.5;114.5;2;0
R-Vision 2;60;20260326;230000;114.5;114.5;114.5;114.5;2;0
R-Vision 2;60;20260327;070000;114.7;114.7;114.5;114.5;2;0
R-Vision 2;60;20260327;080000;114.7;114.79;114.13;114.13;57;0
R-Vision 2;60;20260327;090000;114.18;114.5;114.18;114.4;69;0
R-Vision 2;60;20260327;100000;114.4;114.4;113.74;114.08;111;0
R-Vision 2;60;20260327;110000;114.07;114.5;114.07;114.5;287;0
